a,b,c,d,result
358,359,55,304,358
358,359,55,351,311
358,359,138,243,336
358,359,138,304,275
358,359,138,255,324
358,359,138,351,228
358,359,243,304,170
358,359,243,255,219
358,359,243,351,123
358,359,243,157,317
358,359,243,153,321
358,359,304,255,158
358,359,304,351,62
358,359,304,157,256
358,359,304,79,334
358,359,304,153,260
358,359,255,351,111
358,359,255,157,305
358,359,255,153,309
358,359,351,157,209
358,359,351,79,287
358,359,351,153,213
358,365,55,304,364
358,365,55,351,317
358,365,138,243,342
358,365,138,304,281
358,365,138,255,330
358,365,138,351,234
358,365,243,304,176
358,365,243,255,225
358,365,243,351,129
358,365,243,157,323
358,365,243,153,327
358,365,304,255,164
358,365,304,351,68
358,365,304,157,262
358,365,304,79,340
358,365,304,153,266
358,365,255,351,117
358,365,255,157,311
358,365,255,153,315
358,365,351,157,215
358,365,351,79,293
358,365,351,153,219
358,55,138,243,32
358,55,138,255,20
358,55,138,157,118
358,55,138,79,196
358,55,138,153,122
358,55,243,157,13
358,55,243,79,91
358,55,243,153,17
358,55,304,79,30
358,55,255,157,1
358,55,255,79,79
358,55,255,153,5
358,55,157,79,177
358,55,157,153,103
358,55,79,153,181
358,138,243,157,96
358,138,243,79,174
358,138,243,153,100
358,138,304,157,35
358,138,304,79,113
358,138,304,153,39
358,138,255,157,84
358,138,255,79,162
358,138,255,153,88
358,138,351,79,66
358,138,157,79,260
358,138,157,153,186
358,138,79,153,264
358,243,304,255,42
358,243,304,157,140
358,243,304,79,218
358,243,304,153,144
358,243,255,157,189
358,243,255,79,267
358,243,255,153,193
358,243,351,157,93
358,243,351,79,171
358,243,351,153,97
358,243,157,79,365
358,243,157,153,291
358,304,255,351,56
358,304,255,157,250
358,304,255,79,328
358,304,255,153,254
358,304,351,157,154
358,304,351,79,232
358,304,351,153,158
358,304,157,153,352
358,255,351,157,105
358,255,351,79,183
358,255,351,153,109
358,255,157,153,303
358,157,79,153,283
359,365,55,304,365
359,365,55,351,318
359,365,138,243,343
359,365,138,304,282
359,365,138,255,331
359,365,138,351,235
359,365,243,304,177
359,365,243,255,226
359,365,243,351,130
359,365,243,157,324
359,365,243,153,328
359,365,304,255,165
359,365,304,351,69
359,365,304,157,263
359,365,304,79,341
359,365,304,153,267
359,365,255,351,118
359,365,255,157,312
359,365,255,153,316
359,365,351,157,216
359,365,351,79,294
359,365,351,153,220
359,55,138,243,33
359,55,138,255,21
359,55,138,157,119
359,55,138,79,197
359,55,138,153,123
359,55,243,157,14
359,55,243,79,92
359,55,243,153,18
359,55,304,79,31
359,55,255,157,2
359,55,255,79,80
359,55,255,153,6
359,55,157,79,178
359,55,157,153,104
359,55,79,153,182
359,138,243,157,97
359,138,243,79,175
359,138,243,153,101
359,138,304,157,36
359,138,304,79,114
359,138,304,153,40
359,138,255,157,85
359,138,255,79,163
359,138,255,153,89
359,138,351,79,67
359,138,157,79,261
359,138,157,153,187
359,138,79,153,265
359,243,304,255,43
359,243,304,157,141
359,243,304,79,219
359,243,304,153,145
359,243,255,157,190
359,243,255,79,268
359,243,255,153,194
359,243,351,157,94
359,243,351,79,172
359,243,351,153,98
359,243,157,153,292
359,304,255,351,57
359,304,255,157,251
359,304,255,79,329
359,304,255,153,255
359,304,351,157,155
359,304,351,79,233
359,304,351,153,159
359,304,157,153,353
359,255,351,157,106
359,255,351,79,184
359,255,351,153,110
359,255,157,153,304
359,157,79,153,284
365,55,138,243,39
365,55,138,255,27
365,55,138,157,125
365,55,138,79,203
365,55,138,153,129
365,55,243,157,20
365,55,243,79,98
365,55,243,153,24
365,55,304,79,37
365,55,255,157,8
365,55,255,79,86
365,55,255,153,12
365,55,157,79,184
365,55,157,153,110
365,55,79,153,188
365,138,243,255,5
365,138,243,157,103
365,138,243,79,181
365,138,243,153,107
365,138,304,157,42
365,138,304,79,120
365,138,304,153,46
365,138,255,157,91
365,138,255,79,169
365,138,255,153,95
365,138,351,79,73
365,138,157,79,267
365,138,157,153,193
365,138,79,153,271
365,243,304,255,49
365,243,304,157,147
365,243,304,79,225
365,243,304,153,151
365,243,255,351,2
365,243,255,157,196
365,243,255,79,274
365,243,255,153,200
365,243,351,157,100
365,243,351,79,178
365,243,351,153,104
365,243,157,153,298
365,304,255,351,63
365,304,255,157,257
365,304,255,79,335
365,304,255,153,261
365,304,351,157,161
365,304,351,79,239
365,304,351,153,165
365,304,157,153,359
365,255,351,157,112
365,255,351,79,190
365,255,351,153,116
365,255,157,153,310
365,157,79,153,290
55,243,157,79,62
55,243,79,153,66
55,304,255,79,25
55,304,157,79,123
55,304,157,153,49
55,304,79,153,127
55,255,157,79,74
55,255,79,153,78
55,351,157,79,170
55,351,157,153,96
55,351,79,153,174
138,243,255,79,47
138,243,157,79,145
138,243,157,153,71
138,243,79,153,149
138,304,255,157,30
138,304,255,79,108
138,304,255,153,34
138,304,351,79,12
138,304,157,79,206
138,304,157,153,132
138,304,79,153,210
138,255,157,79,157
138,255,157,153,83
138,255,79,153,161
138,351,157,79,253
138,351,157,153,179
138,351,79,153,257
138,157,79,153,63
243,304,255,157,135
243,304,255,79,213
243,304,255,153,139
243,304,351,157,39
243,304,351,79,117
243,304,351,153,43
243,304,157,79,311
243,304,157,153,237
243,304,79,153,315
243,255,351,79,68
243,255,157,79,262
243,255,157,153,188
243,255,79,153,266
243,351,157,79,358
243,351,157,153,284
243,351,79,153,362
243,157,79,153,168
304,255,351,157,51
304,255,351,79,129
304,255,351,153,55
304,255,157,79,323
304,255,157,153,249
304,255,79,153,327
304,351,157,153,345
304,157,79,153,229
255,351,157,153,296
255,157,79,153,180
351,157,79,153,276
